"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"948","공연장","토탈미술관","Total Museum of Contemporary Art","1992","종로구  ","       ","서울시 종로구 평창동 465-16","","02-379-7037,02-379-3994","http://www.totalmuseum.org"
"949","미술관","토탈미술관","","    ","종로구  ","110-848","서울시 종로구 평창32길 8","","02-379-3994","http://www.totalmuseum.org/"
"950","공연장","틴틴홀","TintinHALL","2013","종로구  ","       ","서울시 종로구 동숭동 1-97","","02-764-8760",""
"951","복지관","평화종합사회복지관","","    ","노원구  ","139-787","서울시 노원구 노원로 331","","02-949-0123-4","http://www.chungartgallery.com"
"952","공연연습실(대학로)","포니정홀","","    ","강남구  ","135-881","서울시 강남구?영동대로 520","","02-2008-9264,02-2008-8813","http://www.dc1welfare.or.kr"
"953","미술관","포스코미술관","","    ","강남구  ","135-777","서울시 강남구 테헤란로 440","포스코센터서관 2층","02-3457-1665","http://www.gwanakcullib.seoul.kr"
"954","공연연습실(대학로)","포스트극장","","    ","마포구  ","121-880","서울시 마포구 와우산로 148","덕산빌딩 B1,2,3","02-337-5961~2","http://www.changmu.co.kr"
"955","전시시설","포트폴리오","PORTFOLIO","2016","종로구  ","03061  ","서울시 종로구 율곡로3길 72","안국동","02-732-8777","http://www.portfoliobyportfolio.com"
"956","전시시설","표갤러리","","    ","용산구  ","140-856","서울시 용산구 소월로 314","","02-543-7337","http://www.pyoart.com"
"957","공연장","푸른달극장","puleundal theater","2013","종로구  ","       ","서울시 종로구 혜화동 194번지 동선빌딩 지하 푸른달 극장","","070-4036-713","http://http://puleundal.blog.me"
"958","공연연습실(대학로)","푸른달극장","","    ","종로구  ","110-530","서울시 종로구 대학로14길 18-2","","070-4196-7088",""
"959","공연장","풍기문란센터","Theater Poonggimulan Center","2007","종로구  ","       ","서울시 종로구 명륜2가 160-2","","",""
"960","복지관","풍납종합사회복지관","","    ","송파구  ","138-876","서울시 송파구 강동대로 3길 5","","02-474-1201~2","http://www.garak.or.kr"
"961","공연연습실(대학로)","프라임아트홀","","    ","구로구  ","152-725","서울시 구로구 새말로 97","신도림테크노마트 11층","02-2111-1146,02-2111-3524","http://www.uoscc.or.kr"
"962","공연장","프란치스코 교육회관","Franciscan Education Center","    ","중구   ","       ","서울시 중구 정동 17번지","","02-6364-2200","http://www.fec.or.kr/"
"963","공연장","플래툰 쿤스트할레","PLATOON KUNSTHALLE","2009","강남구  ","       ","서울시 강남구 논현동 97-22","","02-3447-1191",""
"964","전시시설","플랫폼엘 컨템포러리 아트센터","Platform-L Contemporary Art Center","2016","강남구  ","06053  ","서울시 강남구 언주로133길 11 (논현동)","플랫폼엘 컨템포러리 아트센터","02-6929-4470","https://platform-l.org/"
"965","전시시설","플레이스막","","    ","마포구  ","121-865","서울시 마포구 동교로46길 36","1층","","http://www.placemak.com"
"966","공연연습실(대학로)","피카소소극장","","    ","종로구  ","110-524","서울시 종로구 대명1길 20","B1","02-3672-7971",""
"967","전시시설","피케이엠 갤러리","","    ","종로구  ","110-230","서울시 종로구 삼청로 7길 32","","02-734-9467~9","http://www.thinktown.co.kr"
"968","전시시설","피케이엠 트리니티갤러리","","    ","강남구  ","135-954","서울시 강남구 압구정로 416","B2, B3층","02-515-9496~7",""
"969","전시시설","픽스굿","PICKSGOOD","2022","종로구  ","03006  ","서울시 종로구 평창11길 29 (평창동)","PICKSGOOD 갤러리","02-6930-5722","https://picksgallery.io/"
"970","전시시설","필립강갤러리","","    ","강남구  ","135-517","서울시 강남구 압구정로 80길 34","","02-517-9014~5","http://www.guroartsvalley.or.kr"
"971","전시시설","하나아트갤러리","","    ","종로구  ","110-300","서울시 종로구 인사동10길 2","","02-736-6550","http://cafe.daum.net/arirangart"
"972","도서관","하늘도서관","","    ","구로구  ","152-851","서울시 구로구 구로동로13길 68","","02-864-9585","http://www.ligarthall.com"
"973","공연장","하늘땅극장","","    ","종로구  ","       ","서울시 종로구 동숭동 1-141","","02-747-4444",""
"974","공연장","하모니아트홀","Harmony Art Hall","2012","종로구  ","       ","서울시 종로구 동숭동 1-92 태원빌딩 3층","","",""
"975","청소년수련관","하이서울유스호스텔","","    ","영등포구 ","150-037","서울시 영등포구 영신로 200","","02-2677-1779","http://www.hiseoulyh.com"
"976","전시시설","학고재아트센터","","    ","종로구  ","110-200","서울시 종로구 삼청로 50","","02-720-1524~6","http://www.artbom.or.kr"
"977","도서관","학마을 다사랑센터","","    ","도봉구  ","132-830","서울시 도봉구 시루봉로 128","","02-901-5190","http://www.welfarecenter.or.kr"
"978","공연장","학전그린","Hakchon Green","1996","종로구  ","       ","서울시 종로구 동숭동 1-8번지 무애빌딩","","02-763-8233","http://www.hakchon.co.kr"
"979","공연장","학전블루","Hakchon Blue","1991","종로구  ","       ","서울시 종로구 동숭동 1-79","","02-763-8233","http://www.hakchon.co.kr"
"980","공연연습실(대학로)","학전블루 ","","    ","종로구  ","110-809","서울시 종로구 대학로12길 46","","02-763-8233",""
"981","미술관","한가람디자인미술관","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2406","예술의전당內","02-580-1271","http://www.gallerywon.co.kr"
"982","미술관","한가람미술관","","    ","서초구  ","137-718","서울시 서초구 남부순환로 2406","예술의전당內","02-580-1600",""
"983","공연연습실(대학로)","한국문화의집 KOUS","","    ","강남구  ","135-846","서울시 강남구 테헤란로 92길 12-9","","02-3011-1788","http://www.m//lee.com"
"984","공연연습실(대학로)","한국문화재보호재단","","    ","강남구  ","135-090","서울시 강남구 봉은사로 406","","02-566-6300",""
"985","박물관","한국미술박물관","","    ","종로구  ","110-280","서울시 종로구 창덕궁길 73","","02-766-6000","http://www.buddhistmuseum.co.kr"
"986","전시시설","한국미술센터","","    ","종로구  ","110-778","서울시 종로구 인사동5길 29","태화빌딩 B-2호","02-725-9467","http://www.wooripp.co.kr"
"987","공연연습실(대학로)","한국예술종합학교","","    ","성북구  ","136-716","서울시 성북구 화랑로 32길 146-37","","02-746-9000","http://www.hanwon.org"
"988","공연연습실(대학로)","한국의집민속극장","","    ","중구   ","100-272","서울시 중구  퇴계로 36길 10","","02-2266-9101~3","http://www.i-pmc.co.kr"
"989","공연연습실(대학로)","한국창극원 ","","    ","종로구  ","110-360","서울시 종로구 돈화문로 94","동원빌딩 207","02-742-7278","http://www.changgeuk.com/"
"990","도서관","한국학생도서관","","    ","중구   ","100-380","서울시 중구 동호로 27길 30","","02-2275-0753","http://www.gabyun.com"
"991","미술관","한미사진미술관","","    ","송파구  ","138-724","서울시 송파구 위례성대로 14","한미타워 19, 20층","02-418-1315","http://www.jnwelfare.or.kr"
"992","복지관","한빛종합사회복지관","","    ","양천구  ","158-840","서울시 양천구 신월로 11길 16","","02-2690-8762~4","http://www.han-bit.or.kr"
"993","공연장","한성아트홀 1관(구.인켈아트홀)","Inkel Arthall 1","1990","종로구  ","       ","서울시 종로구 명륜2가 41-4","","02-741-0251~2","http://http://www.inkelarthall.com"
"994","공연장","한성아트홀 2관(구.인켈아트홀)","Inkel Arthall 2","1993","종로구  ","       ","서울시 종로구 명륜2가 41-4","","02-741-0251~2","http://http://www.inkelarthall.com"
"995","공연연습실(대학로)","한성아트홀2관","","    ","종로구  ","110-522","서울시 종로구 창경궁로 254","","02-741-0251",""
"996","공연장","한양레퍼토리씨어터","Han Yang Repertory Theater","2003","종로구  ","       ","서울시 종로구 혜화동 185번지 중원빌딩 B1","","02-764-6460","http://www.hyrepertory.com"
"997","공연장","한얼소극장","Haneol Theater","2002","종로구  ","       ","서울시 종로구 혜화동 70-1번지","","02-766-7010","http://haneol.net"
"998","공연연습실(대학로)","한얼소극장","","    ","종로구  ","110-530","서울시 종로구 창경궁로 35길 17","","02-766-7010","http://www.haneol.net"
"999","미술관","한원미술관","","    ","서초구  ","137-070","서울시 서초구 남부순환로 2423","한원빌딩 B1","02-588-5642","http://www.galleryfocus.co.kr"
"1000","공연장","한전아트센터","Kepco Art Center","2001","서초구  ","       ","서울시 서초구 쑥고개길 34","","02-2105-8133","http://cyber.kepco.co.kr/artcenter/main/main.jsp"
"1001","공연연습실(대학로)","한전아트센터","","    ","서초구  ","137-862","서울시 서초구 효령로 72길 60","","02-2105-8133",""
"1002","공연연습실(대학로)","한평극장 ","","    ","종로구  ","110-070","서울시 종로구 사직로8길 42","","02-338-9240",""
"1003","공연연습실(대학로)","해오름 소극장","","    ","종로구  ","110-522","서울시 종로구 창경궁로 259","성지빌딩","02-984-7567","http://blog.naver.com/factory2011"
"1004","공연장","해오름소극장","Haeorm Theater","2007","종로구  ","       ","서울시 종로구 명륜2가 13번지","","02-984-7567","http://www.haeorm.co.kr"
"1005","공연연습실(대학로)","해오름소극장","","    ","종로구  ","110-522","서울시 종로구 창경궁로 259","","02-984-7567",""
"1006","공연장","해피씨어터","Happy Theater","2008","종로구  ","       ","서울시 종로구 동숭동 1-60","","02-747-2070,02-747-2090","http://www.papaproduction.com"
"1007","미술관","헬로우뮤지엄 어린이미술관","","    ","강남구  ","135-917","서울시 강남구 언주로 552","아시아빌딩 2층","02-562-4420","http://www.bongchuny.or.kr"
"1008","공연연습실(대학로)","호암아트홀","","    ","중구   ","100-759","서울시 중구 서소문로 88","","02-751-9608~9",""
"1009","공연장","호은아트홀","","    ","종로구  ","       ","서울시 종로구 동숭동 1-150 연극극장","","02-3673-1589","http://www.sfac.or.kr"
"1010","공연장","홍대 고스트 씨어터","Ghost Theater","2007","마포구  ","       ","서울시 마포구 서교동 356-1 지하 2~3층","","02-325-5715","http://www.underlounge.kr"
"1011","공연장","홍대 비보이 전용극장","B-boy","2005","마포구  ","       ","서울시 마포구 서교동 338-8번지 삼진제약빌딩 4층 SJ비보이즈","","02-323-5233","http://www.sjbboys.com"
"1012","공연장","홍대 포스트극장","hongik post theater","2013","마포구  ","       ","서울시 마포구 창전동 5-92","","02-337-5961","http://www.sfac.or.kr"
"1013","공연장","홍사소극장","Hong saa Theater","2003","종로구  ","       ","서울시 종로구 혜화동 64-1번지 홍사소극장","","02-2677-1918","http://www.hongsa.co.kr"
"1014","도서관","홍은도담도서관","","    ","서대문구 ","120-842","서울시 서대문구 홍은중앙로 129","","02-360-8645",""
"1015","복지관","홍은종합사회복지관","","    ","서대문구 ","120-101","서울시 서대문구 세검정로 1길 116","","02-391-2381~2",""
"1016","청소년수련관","홍은청소년문화의집","","    ","서대문구 ","120-841","서울시 서대문구 포방터길 110","","02-3216-1318","http://www.mtheater.co.kr"
"1017","공연장","홍익대 대학로 아트센터 대극장","","2013","종로구  ","       ","서울시 종로구 연건동 128-8 홍익대 대학로 아트센터","","02-742-0300","http://cafe.naver.com/artfactoryshow"
"1018","공연장","홍익대 대학로 아트센터 소극장","","2013","종로구  ","       ","서울시 종로구 연건동 128-8 홍익대 대학로 아트센터","","02-742-0300",""
"1019","청소년수련관","화곡청소년수련관","","    ","강서구  ","157-898","서울시 강서구 곰달래로 57가길 26","","02-2061-1318","http://www.vitgallery.com"
"1020","도서관","화랑도서관  ","","    ","노원구  ","139-800","서울시 노원구 노원로 1-나길 10","","02-973-1318",""
"1021","복지관","화원종합사회복지관","","    ","구로구  ","152-858","서울시 구로구 벚꽃로 484","","02-837-0761",""
"1022","미술관","환기미술관","","    ","종로구  ","110-817","서울시 종로구 자하문로 40길 63","","02-391-7701~2","http://whankimuseum.org"
"1023","공연장","환상극장","","    ","종로구  ","       ","서울시 종로구 동숭동 199-33번지 지하1층","","",""
"1024","공연장","효천아트센터 그라운드 씬","Ground - SYN","2010","종로구  ","       ","서울시 종로구 명륜1가 5번지","","02-3676-2352","http://www.groundsyn.co.kr"
